years_exp,search_last_name,swish_id,team_changed_at,hashtag,high_school,injury_notes,active,age,college,first_name,rotowire_id,player_id,injury_start_date,team,yahoo_id,injury_body_part,status,rotoworld_id,opta_id,search_first_name,weight,practice_participation,team_abbr,search_rank,full_name,search_full_name,news_updated,depth_chart_position,last_name,birth_state,gsis_id,birth_city,fantasy_data_id,fantasy_positions,injury_status,birth_date,practice_description,pandascore_id,height,position,number,oddsjam_id,sport,sportradar_id,competitions,espn_id,stats_id,birth_country,depth_chart_order,metadata.channel_id,metadata.rookie_year,metadata.years_exp_shift,metadata,metadata.source_id,metadata.override_active,metadata.injury_override_regular_2020_5,metadata.injury_override_regular_2024_6,metadata.name,metadata.injury_override_regular_2024_11,metadata.injury_override_regular_2024_3,metadata.injury_override_regular_2020_1,metadata.injury_override_regular_2021_3,metadata.injury_override_off_2021_0,metadata.injury_override_off_2025_0,metadata.injury_override_off_2025_1,metadata.injury_override_regular_2024_7,metadata.injury_override_regular_2024_10,metadata.injury_override_regular_2024_14,metadata.injury_override_regular_2024_12,metadata.injury_override_regular_2024_15,metadata.injury_override_regular_2020_8,metadata.injury_override_regular_2022_1,metadata.injury_override_regular_2021_1,metadata.injury_override_regular_2020_10,metadata.injury_override_post_2024_3,metadata.injury_override_regular_2024_9,metadata.injury_override_regular_2024_4,metadata.injury_override_regular_2021_4,metadata.injury_override_regular_2024_8,metadata.injury_override_regular_2024_17,metadata.injury_override_regular_2024_13
4.0,seikovits,1284057.0,,#bernhardseikovits-NFL-FA-47,,,True,27.0,AUT,Bernhard,15684.0,8033,,,,,Active,,,bernhard,262,,,9999999.0,Bernhard Seikovits,bernhardseikovits,1745972435874.0,,Seikovits,,,,,['TE'],,1997-07-24,,,77,TE,47.0,616747EC46DE,nfl,0a084635-4e5b-42ed-a85c-7d0ea1ed76f0,[],,,,,1113708843927367680,2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.0,furman,,,#joshfurman-NFL-FA-0,Millersville (MD),,True,33.0,Oklahoma State,Josh,,2551,,,28640.0,,Active,,,josh,210,,,9999999.0,Josh Furman,joshfurman,,,Furman,,,,17011.0,['DB'],,1991-11-01,,,73,SS,0.0,,nfl,fd9d7cd3-5408-42d8-a1da-acf33df580dd,[],2515325.0,,,,1202954209553547264,2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.0,borregales,948876.0,,#joseborregales-NFL-FA-19,Booker T. Washington (FL),,True,24.0,Miami (FL),Jose,15617.0,7961,,,,,Active,,,jose,206,,,473.0,Jose Borregales,joseborregales,1661878524044.0,,Borregales,,,,,['K'],,1997-12-15,,,70,K,19.0,,nfl,42a287f6-9a56-4699-8c63-bc54625ff6eb,[],,,,,1116853442623569920,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.0,canady,693989.0,,#mauricecanady-NFL-FA-27,Varina (VA),,True,28.0,Virginia,Maurice,10936.0,3364,,,29443.0,,Active,,,maurice,193,,,9999999.0,Maurice Canady,mauricecanady,1658852422923.0,,Canady,,00-0032438,,18125.0,['DB'],,1994-05-26,,,73,CB,27.0,,nfl,32884cc4-ff90-42d0-b02b-f9a7df6ce6fb,[],2979655.0,693989.0,,,1116852855072882688,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9.0,wentz,613866.0,,#carsonwentz-NFL-FA-11,Century (ND),,True,32.0,North Dakota State,Carson,10856.0,3161,,,29236.0,,Active,11257.0,,carson,237,,,9999999.0,Carson Wentz,carsonwentz,1742411123864.0,,Wentz,,00-0032950,,17920.0,['QB'],,1992-12-30,,,77,QB,11.0,299439B8A140,nfl,e9a5c16b-4472-4be9-8030-3f77be7890cb,[],2573079.0,613866.0,,,1113708752961302528,2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.0,thomas,1069810.0,,#andrewthomas-NFL-NYG-78,Pace Academy (GA),Surgery,True,26.0,Georgia,Andrew,14360.0,6810,,NYG,32674.0,Foot,Active,,,andrew,315,,,9999999.0,Andrew Thomas,andrewthomas,1729117233578.0,OL,Thomas,,,,22025.0,"['OL', 'OT']",Questionable,1999-01-22,,,77,T,78.0,47DAFDF5CEC0,nfl,b493daf9-e550-497c-b382-4ffda2e47260,[],4259566.0,,,,1113708679045083136,2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.0,thomas,,,#dukethomas-NFL-FA-20,Copperas Cove (TX),,True,27.0,Texas,Duke,11475.0,3735,,,29808.0,,Active,,,duke,184,,,9999999.0,Duke Thomas,dukethomas,1598327153498.0,,Thomas,,00-0032735,,18546.0,['DB'],,1994-05-21,,,71,CB,20.0,,nfl,7e5aaa20-df98-403f-92df-c3cc2ca9907d,[],2971734.0,,,,1116852902233636864,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16.0,manning,,,#elimanning-NFL-FA-10,Isidore Newman (LA),,False,39.0,Mississippi,Eli,3763.0,188,,,6760.0,,Active,1657.0,,eli,218,,,9999999.0,Eli Manning,elimanning,1579739719326.0,,Manning,,00-0022803,,4932.0,['QB'],,1981-01-03,,,"6'5""",QB,10.0,,nfl,6cb6226e-f08c-4192-95f1-69709ed686c6,[],5526.0,246051.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.0,farrell,976652.0,,#neilfarrell-NFL-FA-97,Murphy (AL),,True,26.0,LSU,Neil,16011.0,8307,,,,,Active,,,neil,325,,,9999999.0,Neil Farrell,neilfarrell,1747071635023.0,,Farrell,,,,,['DL'],,1998-09-09,,,76,DL,97.0,8B72DF4A5554,nfl,fce102ee-016e-46a2-b64e-36dc50c63845,[],,,,,1113708753376538624,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.0,wims,922039.0,,#javonwims-NFL-FA-13,Ed White (FL),,True,28.0,Georgia,Javon,12627.0,5111,,,31194.0,,Active,,,javon,215,,,606.0,Javon Wims,javonwims,1693323903631.0,,Wims,,00-0034426,,20011.0,['WR'],,1994-09-11,,,76,WR,13.0,,nfl,8f249da2-2528-4f68-8587-4400c924aba4,[],4035019.0,922039.0,,,1116853057439662080,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.0,holmes,,,#geraldholmes-NFL-FA-34,Carman-Ainsworth,,True,27.0,Michigan State,Gerald,13385.0,5791,,,31787.0,,Active,,,gerald,231,,,9999999.0,Gerald Holmes,geraldholmes,1534541731493.0,,Holmes,,00-0034883,,20690.0,['RB'],,1994-11-15,,,73,RB,34.0,,nfl,8b08fa71-adf7-400c-84d7-f247e57ea93f,[],3052624.0,748700.0,,,1116853164771901440,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0,mertz,,,#grahammertz-NFL-HOU-18,Blue Valley (KS),,True,24.0,Florida,Graham,18653.0,12705,,HOU,,,Active,,,graham,216,,,396.0,Graham Mertz,grahammertz,1745755231365.0,QB,Mertz,,,,,['QB'],,2000-12-06,,,74,QB,18.0,8339AD6562603ABD,nfl,54cfd592-9878-4ac3-ab29-f00f8b2e9440,[],,,,3.0,1221987091873804288,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.0,hearn,1068757.0,,#azizihearn-NFL-FA-34,Oceanside (CA),,True,25.0,UCLA,Azizi,17598.0,11460,,,,,Active,,,azizi,206,,,9999999.0,Azizi Hearn,azizihearn,1727805330734.0,,Hearn,,,,,['DB'],,1999-06-05,,,74,CB,34.0,2337E0A990E2,nfl,01ddd0c0-f32f-11ed-ad4d-7d27e7837270,[],,,,,1113708789623713792,2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.0,frost,,,#aaronfrost-NFL-FA,Long Beach Poly (CA),,True,,Arizona State,Aaron,,12305,,,,,Active,,,aaron,310,,,9999999.0,Aaron Frost,aaronfrost,,,Frost,,,,,['OL'],,,,,77,OL,,,nfl,446809a0-0c84-11ef-971a-a12c154bee8e,[],,,,,1116852720259563520,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.0,johnson,,,#jettjohnson-NFL-FA,Tupelo (MS),,True,25.0,Mississippi State,Jett,,12073,,,,,Active,,,jett,230,,,9999999.0,Jett Johnson,jettjohnson,1716008134338.0,,Johnson,,,,,['LB'],,1999-06-29,,,74,LB,,,nfl,a2ebb840-072b-11ef-af51-e35c77462df1,[],,,,,1113708717611708416,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.0,freiermuth,1116662.0,,#patfreiermuth-NFL-PIT-88,Brooks School (MA),,True,26.0,Penn State,Pat,15267.0,7600,,PIT,,,Active,,,pat,258,,,136.0,Pat Freiermuth,patfreiermuth,1736661052729.0,TE,Freiermuth,,,,,['TE'],,1998-10-25,,,77,TE,88.0,81427E8B8D7A,nfl,04f0fefe-9d9d-44f5-94ea-6df2a42df3c6,[],,,,1.0,1113708816169463808,2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.0,robinson,1056231.0,,#markrobinson-NFL-PIT-93,Lee County (GA),,True,25.0,Ole Miss,Mark,16284.0,8525,,PIT,,,Active,,,mark,235,,,9999999.0,Mark Robinson,markrobinson,1701720624425.0,RILB,Robinson,,,,,['LB'],,1999-08-14,,,71,LB,93.0,7BEADFBFB0CC,nfl,2f31b19a-2e9c-4bb8-ae27-4cf0e61fbec5,[],,,,3.0,1113708816957992960,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.0,urschel,,,#johnurschel-NFL-FA-64,Canisius (NY),,False,29.0,Penn State,John,9446.0,1882,,,27703.0,,Inactive,9567.0,,john,308,,,9999999.0,John Urschel,johnurschel,,,Urschel,,,,16101.0,['OL'],,1991-06-24,,,"6'3""",G,64.0,,nfl,29889672-5f01-41d8-a1e0-4060e6971e85,[],16868.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.0,young,1384869.0,,#darekeyoung-NFL-SEA-83,Middle Creek (NC),,True,26.0,Lenoir-Rhyne,Dareke,15922.0,8527,,SEA,,,Active,,,dareke,224,,,688.0,Dareke Young,darekeyoung,1733076007783.0,RWR,Young,,,,,['WR'],,1999-06-04,,,74,WR,83.0,45482DAA9CA4,nfl,2da144c9-7845-4199-bcc1-48405c14d436,[],,,,10.0,1113708721130729473,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.0,devonshire,1172833.0,,#mjdevonshire-NFL-CAR-28,Aliquippa (PA),,True,24.0,Pittsburgh,MJ,17993.0,11825,,CAR,,,Active,,,mj,186,,,9999999.0,MJ Devonshire,mjdevonshire,1724910008786.0,DB,Devonshire,,,,,['DB'],,2000-09-12,,,71,DB,28.0,0E0782D44278,nfl,ca7c7772-15a6-4bc8-a93e-11a369ddd14b,[],,,,,1113708772976521217,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.0,white,978108.0,,#keionwhite-NFL-NE-99,Garner Magnet (NC),,True,26.0,Georgia Tech,Keion,17109.0,10904,,NE,,,Active,,,keion,285,,,9999999.0,Keion White,keionwhite,1736976017572.0,LDE,White,,,,,['DL'],,1999-01-20,,,77,DL,99.0,D59F0339B59E,nfl,a93bdfeb-068f-4933-89a2-8071adefd6f9,[],,,,1.0,1113708794350694400,2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0,dixon,,,#moochiedixon-NFL-NO-84,Carthage (TX),,True,,SMU,Moochie,18859.0,13026,,NO,,,Active,,,moochie,187,,,9999999.0,Moochie Dixon,moochiedixon,,SWR,Dixon,,,,,['WR'],,,,,72,WR,84.0,2B931506E7651258,nfl,2c219630-2552-11f0-9371-f9b494c39630,[],,,,,1223104485497241600,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.0,harris,,,#dejonharris-NFL-FA,John Ehret (LA),,True,27.0,Arkansas,De'Jon,14553.0,7493,,,33321.0,,Active,,,dejon,245,,,2020.0,De'Jon Harris,dejonharris,,LB,Harris,,,,22468.0,['LB'],,1997-11-01,,,72,LB,,,nfl,8ca83e4e-d3a5-4dcb-a917-e58e36b77721,[],4035577.0,,,2.0,,2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8.0,richburg,,,#westonrichburg-NFL-FA-0,Bushland (TX),,True,30.0,Colorado State,Weston,9431.0,2086,,,27571.0,,Injured Reserve,9534.0,,weston,290,,,9999999.0,Weston Richburg,westonrichburg,1621978260375.0,,Richburg,,00-0031238,,16400.0,['OL'],,1991-07-09,,,76,C,0.0,,nfl,f42981b3-d272-4438-a024-f28277392ec8,[],16746.0,,,,1116852778912710656,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.0,blankenship,977328.0,,#reedblankenship-NFL-PHI-32,West Limestone (AL),,True,26.0,Middle Tennessee,Reed,15919.0,8406,,PHI,,,Active,,,reed,203,,,308.0,Reed Blankenship,reedblankenship,1739729132290.0,FS,Blankenship,,,,,['DB'],,1999-03-02,,,73,DB,32.0,E4C4C724E3FC,nfl,f67efd90-ce17-11ec-bebb-4fec1e38b0e5,[],,,,1.0,1113708719633362944,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12.0,ivory,,,#chrisivory-NFL-FA-33,Longview (TX),,False,33.0,Tiffin,Chris,6833.0,717,,,24400.0,,Inactive,6168.0,,chris,223,,,9999999.0,Chris Ivory,chrisivory,1553627142203.0,,Ivory,,00-0027531,,12239.0,['RB'],,1988-03-22,,,72,RB,33.0,,nfl,72f5a27a-544f-468a-b10b-89a1fc5d0e9f,[],13587.0,335112.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.0,hyder,509233.0,,#kerryhyder-NFL-FA-56,Lyndon B. Johnson (TX),,True,32.0,Texas Tech,Kerry,9403.0,1857,,,27862.0,,Active,9797.0,,kerry,275,,,9999999.0,Kerry Hyder,kerryhyder,1700831734543.0,,Hyder,,00-0030946,,16067.0,['DL'],,1991-05-02,,,74,DE,56.0,55A0E8737F80,nfl,e00a7f77-8320-4415-8c71-ba9c5d0240b8,[],17068.0,,,,1116852765054730240,2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.0,keke,879793.0,,#kingsleykeke-NFL-FA-96,George Ranch (TX),,True,25.0,Texas A&M,Kingsley,13538.0,6103,,,31982.0,,Active,,,kingsley,288,,,9999999.0,Kingsley Keke,kingsleykeke,1660514103979.0,,Keke,, 00-0034984,,20848.0,['DL'],,1996-09-26,,,75,DE,96.0,,nfl,0681ed0d-6b7a-4582-85b8-2692f0c2f058,[],3917340.0,,,,1116853203548241920,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.0,demercado,1116817.0,,#emaridemercado-NFL-ARI-31,Downey (CA),,True,26.0,TCU,Emari,17091.0,11199,,ARI,,,Active,,,emari,215,,,521.0,Emari Demercado,emaridemercado,1748894715886.0,RB,Demercado,,,,,['RB'],,1999-01-20,,,69,RB,31.0,6F7A49554EAA,nfl,44b4cbf0-e8fe-11ed-bc6e-a5c4d3ccbdd1,[],,,,3.0,1113708845256962048,2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.0,ollison,832473.0,,#qadreeollison-NFL-FA-41,Canisius (NY),,True,27.0,Pittsburgh,Qadree,13494.0,6002,,,31984.0,,Active,14251.0,,qadree,232,,,9999999.0,Qadree Ollison,qadreeollison,1702329946964.0,,Ollison,, 00-0035273,,20900.0,['RB'],,1996-09-08,,,73,RB,41.0,802A2C575135,nfl,c44534f8-a567-40e7-b51e-1a72c49cb24e,[],3123944.0,832473.0,,,1116853187689578496,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0,quinn,,,#danquinn-NFL-FA-0,,,True,,,Dan,,5821,,,,,Inactive,9279.0,,dan,,,,9999999.0,Dan Quinn,danquinn,1577468102982.0,,Quinn,,,,19689.0,['OL'],,,,,,C,0.0,,nfl,,[],,,,,1116853168311894016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.0,jones,,,#bryantjones-NFL-FA-62,,,True,24.0,Mississippi Valley,Bryant,14311.0,6689,,,32606.0,,Active,,,bryant,304,,,9999999.0,Bryant Jones,bryantjones,,,Jones,, 00-0035622,,21587.0,['DL'],,1997-04-15,,,73,NT,62.0,,nfl,5c10f2aa-0ee8-4629-8a61-3af17877fb63,[],3932392.0,,,,1116853293587365888,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.0,mcleod,,,#cameronmcleod-NFL-FA-0,Greene County,,True,32.0,Ohio,Cameron,,2868,,,,,Active,,,cameron,282,,,9999999.0,Cameron McLeod,cameronmcleod,,,McLeod,,,,17336.0,['DL'],,1992-09-15,,,77,DE,0.0,,nfl,19786393-4832-4fd5-b8d0-c7f47cabf9b3,[],3052993.0,,,,1202954213437472768,2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.0,williams,,,#antwionewilliams-NFL-FA-49,Lovejoy (GA),,False,28.0,Georgia Southern,Antwione,11263.0,3325,,,29403.0,,Inactive,,,antwione,245,,,9999999.0,Antwione Williams,antwionewilliams,1567261202788.0,,Williams,,00-0032425,,18086.0,['LB'],,1993-05-26,,,75,OLB,49.0,,nfl,d65013f2-51b0-45a6-8f26-608574abeee2,[],2567868.0,605913.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.0,carter,976307.0,,#amaricarter-NFL-FA-0,Palm Beach Gardens (FL),,True,,Miami (FL),Amari,,8701,,,,,Active,,,amari,200,,,9999999.0,Amari Carter,amaricarter,,,Carter,,,,,['DB'],,,,,71,DB,0.0,,nfl,b53f4170-ce06-11ec-9598-03840dd5f387,[],,,,,1116853517252820992,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0,johnson,,,#jamonjohnson-NFL-GB-48,Saint Frances Academy (MD),,True,23.0,Kentucky,Jamon,18980.0,12607,,GB,,,Active,,,jamon,236,,,9999999.0,Jamon Johnson,jamonjohnson,,LB,Johnson,,,,,['LB'],,2001-11-28,,,73,LB,48.0,534F71B7ACD17D7A,nfl,67ffa300-250b-11f0-98d3-01166c061cfb,[],,,,,1222968588541886464,0,,,f6a583e3-f18e-4442-9982-f633a1ee2c96,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.0,davis,1065348.0,,#dannydavis-NFL-FA-0,Springfield (OH),,True,24.0,Wisconsin,Danny,16354.0,8602,,,,,Active,,,danny,188,,,9999999.0,Danny Davis,dannydavis,1669163156107.0,,Davis,,,,,['WR'],,1998-01-20,,,73,WR,0.0,,nfl,119b2190-ca70-11ec-a83a-8732d3d5a7e3,[],,,,,1116853504191758336,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.0,herndon,,,#mikeherndon-NFL-FA-0,Riverheads,,True,26.0,Pittsburgh,Mike,14091.0,6470,,,32213.0,,Active,,,mike,310,,,9999999.0,Mike Herndon,mikeherndon,,,Herndon,,,,21470.0,['OL'],,1995-12-12,,,76,G,0.0,,nfl,8ed86cb2-74c7-4a60-8e62-b0cf4d147779,[],3123959.0,,,,1116853256325169152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.0,brewer,951331.0,,#cjbrewer-NFL-TB-52,Bowdon (GA),,True,27.0,Coastal Carolina,C.J.,16587.0,8898,,TB,,,Active,,,cj,290,,,9999999.0,C.J. Brewer,cjbrewer,1730261113907.0,RDE,Brewer,,,,,['DL'],,1997-11-22,,,74,DT,52.0,097483601E61,nfl,0af89610-d556-11ec-addb-6dd6dcd40f21,[],,,,2.0,1113708726843371520,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.0,baker,1231136.0,,#javonbaker-NFL-NE-6,McEachern (GA),,True,23.0,UCF,Javon,17787.0,11645,,NE,,,Active,,,javon,202,,,420.0,Javon Baker,javonbaker,1736784040587.0,LWR,Baker,,,,,['WR'],,2002-02-18,,,73,WR,6.0,8DE365BEFDDE,nfl,901992cc-f4b7-45e8-800e-c2dce6ae5199,[],,,,8.0,1113708793218232321,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0,morton,,,#johnmorton-NFL-FA-0,,,False,,,John,,4012,,,,,Inactive,12166.0,,john,,,,9999999.0,John Morton,johnmorton,,,Morton,,,,18852.0,,,,,,,,0.0,,nfl,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8.0,blake,,,#antwonblake-NFL-FA-47,Marshall (TX),,False,30.0,Texas-El Paso,Antwon,8440.0,1115,,,26082.0,,Inactive,,,antwon,198,,,9999999.0,Antwon Blake,antwonblake,,,Blake,,00-0029050,,14020.0,['DB'],,1990-08-09,,,"5'9""",CB,47.0,,nfl,b2e66f2f-5b53-4e72-bbd6-83c948f3b7de,[],15350.0,467447.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.0,player,,,#duplicateplayer-NFL-FA-61,,,False,26.0,Duquesne,Duplicate,12981.0,4776,,,30910.0,,Inactive,,,duplicate,294,,,9999999.0,Duplicate Player,duplicateplayer,,,Player,,00-0034002,,19693.0,['OL'],,1994-04-09,,,"6'4""",OT,61.0,,nfl,86f9a399-bcd3-452a-9cf7-3a72294f2892,[],2978519.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.0,newsom,,,#donavinnewsom-NFL-FA-0,Parkway North (MO),,True,28.0,Missouri,Donavin,12352.0,4465,,,30564.0,,Active,,,donavin,240,,,9999999.0,Donavin Newsom,donavinnewsom,1525117801347.0,,Newsom,,,,19331.0,['LB'],,1993-10-13,,,74,ILB,0.0,,nfl,164f6342-da6b-4006-a934-c610c4b86a34,[],2971440.0,,,,1116852971016028160,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.0,bond,,,#albond-NFL-FA-68,,,False,26.0,Memphis,Al,11383.0,3002,,,28876.0,,Inactive,,,al,303,,,9999999.0,Al Bond,albond,,,Bond,,,,17531.0,['OL'],,1992-03-05,,,"6'4""",OT,68.0,,nfl,fe4148f7-7ab1-4b12-9313-faa18a9d0d0c,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.0,white,,,#djwhite-NFL-FA-39,Union Grove (GA),,True,28.0,Georgia Tech,D.J.,10896.0,3334,,,29412.0,,Active,,,dj,193,,,9999999.0,D.J. White,djwhite,1604113841621.0,,White,,00-0032788,,18095.0,['DB'],,1993-09-09,,,71,CB,39.0,,nfl,89f84d50-39b0-4a76-a004-d18b1c255413,[],2971478.0,691566.0,,,1116852851742605312,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.0,sewell,1213663.0,,#noahsewell-NFL-CHI-44,Orem (UT),,True,23.0,Oregon,Noah,16756.0,10984,,CHI,,,Active,,,noah,253,,,9999999.0,Noah Sewell,noahsewell,1731700214817.0,ROLB,Sewell,,,,,['LB'],,2002-04-26,,,74,LB,44.0,D0E9A49430D5,nfl,3008a8a1-5943-47ff-81ef-1b3367bbbecd,[],,,,1.0,1113708761484128256,2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.0,lang,,,#cedricklang-NFL-FA-68,O'Gorman (SD),,True,29.0,Texas-El Paso,Cedrick,11741.0,3767,,,29850.0,,Active,,,cedrick,300,,,9999999.0,Cedrick Lang,cedricklang,1567284906477.0,,Lang,,00-0032646,,18579.0,['OL'],,1992-05-12,,,79,G,68.0,,nfl,f5664cdc-9ce6-4533-b55c-89d3bafa7012,[],3915883.0,870793.0,,,1116852905693937664,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0,palmer,,,#cpalmer-NFL-FA-0,,,False,,None,C,,3952,,,,,Inactive,,,c,,,,9999999.0,C Palmer,cpalmer,,,Palmer,,,,18785.0,,,,,,,,0.0,,nfl,,[],4049304.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0,stewart,,,#coreystewart-NFL-LAC-65,Randle (TX),,True,,Purdue,Corey,,12839,,LAC,,,Active,,,corey,318,,,9999999.0,Corey Stewart,coreystewart,,OL,Stewart,,,,,['OL'],,,,,78,OL,65.0,AA9C0F8E746660D7,nfl,909751c0-23c9-11f0-93fb-23542e276b7c,[],,,,,1222394823911145472,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7.0,mcfadden,,,#leonmcfadden-NFL-FA-29,St. John Bosco (CA),,False,29.0,San Diego State,Leon,8649.0,1404,,,26691.0,,Inactive,,,leon,190,,,9999999.0,Leon McFadden,leonmcfadden,1535830216887.0,,McFadden,,00-0030556,,14948.0,['DB'],,1990-10-26,,,"5'10""",CB,29.0,,nfl,e2ef7b61-cf9d-47ab-927a-77759412ceb1,[],15854.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13.0,gipson,451104.0,,#tashaungipson-NFL-FA-43,Kimball (TX),,True,34.0,Wyoming,Tashaun,8567.0,1079,,,26372.0,,Active,8095.0,,tashaun,212,,,9999999.0,Tashaun Gipson,tashaungipson,1730848512621.0,,Gipson,,00-0028924,,13894.0,['DB'],,1990-08-07,,,73,DB,43.0,7DE474FC84D7,nfl,d5efd828-7339-43a7-ad7e-6f936dbbabb2,[],15235.0,,,,1116852644845977600,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.0,harris,745844.0,,#timharris-NFL-FA-29,Varina (VA),,True,27.0,Virginia,Tim,13692.0,6286,,,32030.0,,Active,,,tim,205,,,9999999.0,Tim Harris,timharris,1634067661087.0,,Harris,, 00-0034996,,21137.0,['DB'],,1995-07-31,,,73,CB,29.0,,nfl,e289cb0a-2447-458a-a47b-5f843c0edd3c,[],3048681.0,745844.0,,,1116853226453336064,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9.0,amos,609401.0,,#adrianamos-NFL-FA-43,Calvert Hall (MD),,True,31.0,Penn State,Adrian,10390.0,2445,,,28530.0,,Active,10469.0,,adrian,214,,,9999999.0,Adrian Amos,adrianamos,1729035023299.0,,Amos,,00-0031584,,16902.0,['DB'],,1993-04-29,,,72,DB,43.0,FF3926824E02,nfl,81aaf55d-df8f-47d6-9bf1-06b78df37bf6,[],2582132.0,,,,1116852805953388544,2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.0,foggie,,,#juwanfoggie-NFL-FA-0,High Point Central,,True,26.0,Charlotte,Juwan,14252.0,6316,,,32413.0,,Active,,,juwan,234,,,9999999.0,Juwan Foggie,juwanfoggie,,,Foggie,, 00-0035354,,21219.0,['LB'],,1995-11-02,,,73,LB,0.0,,nfl,4cad5078-de06-4449-b629-a954b92c51e2,[],3120075.0,,,,1116853229892665344,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14.0,daniels,,,#owendaniels-NFL-FA-81,Naperille Central (IL),,False,37.0,Wisconsin,Owen,4898.0,64,,,7847.0,,Inactive,,,owen,245,,,9999999.0,Owen Daniels,owendaniels,,,Daniels,,,,1810.0,['TE'],,1982-11-09,,,"6'3""",TE,81.0,,nfl,7e5ce2d0-6487-4a9f-83b6-634886ee78f3,[],9684.0,156817.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.0,senat,741780.0,,#deadrinsenat-NFL-FA-93,Immokalee (FL),,True,30.0,South Florida,Deadrin,12754.0,5042,,,31060.0,,Active,,,deadrin,328,,,9999999.0,Deadrin Senat,deadrinsenat,1727214928457.0,,Senat,,00-0034363,,19899.0,['DL'],,1994-07-22,,,72,DT,93.0,4203810CCA3F,nfl,6524f633-b8dd-439d-82df-cd4f9f07ad29,[],3051376.0,,,,1113708868594069504,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
